Algorithm,Restaurant,Scenario,TotalGroups,SeatedGroups,TotalCustomers,SeatedCustomers,PctSeated,TableUtil%,SeatUtil%,AvgWait,MaxWait,AvgQueueLen,MaxQueueLen,Throughput,FairnessIndex,VIPSeated%,NonVIPSeated%,SimEndTime,BySize_Seated,BySize_AvgWait,BySize_MaxWait,BySize_Fairness,ServiceLevel
Single Queue (Staff-Guided),Compact Cafe,Light Traffic,16,14,45,34,87.5000,49.6212,47.0170,1.7857,20.0000,1.5455,4,0.0959,0.1050,75.0000,91.6667,146,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 1.67min; Size 4: 6.67min; Size 5: N/A; Size 6: N/A,Size 1: 0.00min; Size 2: 0.00min; Size 3: 5.00min; Size 4: 20.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.00; Size 2: 0.00; Size 3: 0.33; Size 4: 0.33; Size 5: N/A; Size 6: N/A,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=146min: 100.0%
Single Queue (Staff-Guided),Compact Cafe,Peak Hours,24,19,72,46,79.1667,73.6111,67.8125,28.2632,103.0000,7.9167,15,0.1377,0.4394,83.3333,77.7778,138,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 80.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 13.50min; Size 2: 10.71min; Size 3: 50.00min; Size 4: 52.00min; Size 5: N/A; Size 6: N/A,Size 1: 22.00min; Size 2: 24.00min; Size 3: 99.00min; Size 4: 103.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.71; Size 2: 0.53; Size 3: 0.65; Size 4: 0.65; Size 5: N/A; Size 6: N/A,<=30min: 68.4%; <=60min: 78.9%; <=90min: 89.5%; <=120min: 100.0%; <=138min: 100.0%
Single Queue (Staff-Guided),Compact Cafe,Mixed VIP Flow,20,16,63,41,80.0000,67.6471,65.8088,16.8750,85.0000,5.0588,11,0.1212,0.3032,83.3333,78.5714,132,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 6.50min; Size 2: 0.43min; Size 3: 38.33min; Size 4: 34.75min; Size 5: N/A; Size 6: N/A,Size 1: 8.00min; Size 2: 2.00min; Size 3: 50.00min; Size 4: 85.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.95; Size 2: 0.26; Size 3: 0.92; Size 4: 0.48; Size 5: N/A; Size 6: N/A,<=30min: 75.0%; <=60min: 93.8%; <=90min: 100.0%; <=120min: 100.0%; <=132min: 100.0%
Single Queue (Staff-Guided),Compact Cafe,Distributed Arrivals with Mixed Sizes and VIPs,24,22,58,48,91.6667,79.0404,62.6894,36.1818,105.0000,7.2879,15,0.1528,0.6015,83.3333,94.4444,144,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 0.00%,Size 1: 24.67min; Size 2: 34.80min; Size 3: 59.00min; Size 4: 44.60min; Size 6: N/A,Size 1: 57.00min; Size 2: 60.00min; Size 3: 105.00min; Size 4: 90.00min; Size 6: N/A,Size 1: 0.59; Size 2: 0.74; Size 3: 0.64; Size 4: 0.70; Size 6: N/A,<=30min: 45.5%; <=60min: 86.4%; <=90min: 95.5%; <=120min: 100.0%; <=144min: 100.0%
Single Queue (Staff-Guided),Compact Cafe,Many 1 Person Groups Preferring 4-Person Tables,24,21,55,42,87.5000,79.1667,48.1445,33.9048,96.0000,7.4844,15,0.1628,0.5975,83.3333,88.8889,129,Size 1: 100.00%; Size 2: 100.00%; Size 3: 50.00%; Size 4: 83.33%; Size 6: 0.00%,Size 1: 19.00min; Size 2: 41.50min; Size 3: 57.00min; Size 4: 56.00min; Size 6: N/A,Size 1: 55.00min; Size 2: 46.00min; Size 3: 57.00min; Size 4: 96.00min; Size 6: N/A,Size 1: 0.47; Size 2: 0.97; Size 3: 1.00; Size 4: 0.72; Size 6: N/A,<=30min: 52.4%; <=60min: 90.5%; <=90min: 95.2%; <=120min: 100.0%; <=129min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Balanced Layout,Light Traffic,16,16,45,45,100.0000,63.1944,53.6932,1.5625,10.0000,0.5417,2,0.1176,0.1736,100.0000,100.0000,136,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 1.67min; Size 4: 3.33min; Size 5: 10.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 5.00min; Size 4: 10.00min; Size 5: 10.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.33; Size 4: 0.33; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=136min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Balanced Layout,Peak Hours,24,23,72,66,95.8333,83.5821,70.8277,39.3913,98.0000,7.0000,15,0.1608,0.6197,83.3333,100.0000,143,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 50.00%,Size 1: 37.50min; Size 2: 26.29min; Size 3: 44.50min; Size 4: 50.00min; Size 5: 47.50min; Size 6: 49.00min,Size 1: 73.00min; Size 2: 60.00min; Size 3: 79.00min; Size 4: 98.00min; Size 5: 95.00min; Size 6: 49.00min,Size 1: 0.67; Size 2: 0.59; Size 3: 0.69; Size 4: 0.69; Size 5: 0.50; Size 6: 1.00,<=30min: 34.8%; <=60min: 73.9%; <=90min: 91.3%; <=120min: 100.0%; <=143min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Balanced Layout,Mixed VIP Flow,20,18,63,52,90.0000,76.6667,62.5620,18.5556,88.0000,4.4000,10,0.1277,0.4172,83.3333,92.8571,141,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 50.00%; Size 6: 50.00%,Size 1: 14.50min; Size 2: 12.00min; Size 3: 10.33min; Size 4: 16.00min; Size 5: 88.00min; Size 6: 38.00min,Size 1: 23.00min; Size 2: 33.00min; Size 3: 27.00min; Size 4: 45.00min; Size 5: 88.00min; Size 6: 38.00min,Size 1: 0.74; Size 2: 0.51; Size 3: 0.43; Size 4: 0.43; Size 5: 1.00; Size 6: 1.00,<=30min: 77.8%; <=60min: 94.4%; <=90min: 100.0%; <=120min: 100.0%; <=141min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Balanced Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,82.8502,52.7668,44.7917,108.0000,6.8406,15,0.1519,0.6377,100.0000,100.0000,158,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 33.11min; Size 2: 48.20min; Size 3: 43.67min; Size 4: 51.00min; Size 6: 99.00min,Size 1: 95.00min; Size 2: 77.00min; Size 3: 74.00min; Size 4: 108.00min; Size 6: 99.00min,Size 1: 0.53; Size 2: 0.74; Size 3: 0.66; Size 4: 0.69; Size 6: 1.00,<=30min: 33.3%; <=60min: 70.8%; <=90min: 87.5%; <=120min: 100.0%; <=150min: 100.0%; <=158min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Balanced Layout,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,82.3671,42.0290,44.7917,119.0000,6.8551,15,0.1558,0.6360,100.0000,100.0000,154,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 24.09min; Size 2: 57.25min; Size 3: 70.00min; Size 4: 53.67min; Size 6: 119.00min,Size 1: 85.00min; Size 2: 72.00min; Size 3: 79.00min; Size 4: 95.00min; Size 6: 119.00min,Size 1: 0.44; Size 2: 0.94; Size 3: 0.98; Size 4: 0.75; Size 6: 1.00,<=30min: 33.3%; <=60min: 62.5%; <=90min: 91.7%; <=120min: 100.0%; <=150min: 100.0%; <=154min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Large Table Heavy Layout,Light Traffic,16,16,45,45,100.0000,68.7500,45.8333,5.0000,25.0000,0.9375,4,0.1060,0.2857,100.0000,100.0000,151,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 2.00min; Size 3: 1.67min; Size 4: 6.67min; Size 5: 25.00min; Size 6: 20.00min,Size 1: 0.00min; Size 2: 10.00min; Size 3: 5.00min; Size 4: 15.00min; Size 5: 25.00min; Size 6: 20.00min,Size 1: 0.00; Size 2: 0.20; Size 3: 0.33; Size 4: 0.53; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=150min: 100.0%; <=151min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Large Table Heavy Layout,Peak Hours,24,21,72,61,87.5000,85.5738,55.3962,50.5238,115.0000,8.3770,16,0.1346,0.6459,83.3333,88.8889,156,Size 1: 75.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 80.00%; Size 5: 100.00%; Size 6: 50.00%,Size 1: 48.67min; Size 2: 52.14min; Size 3: 53.75min; Size 4: 45.75min; Size 5: 58.00min; Size 6: 36.00min,Size 1: 78.00min; Size 2: 115.00min; Size 3: 99.00min; Size 4: 95.00min; Size 5: 82.00min; Size 6: 36.00min,Size 1: 0.66; Size 2: 0.61; Size 3: 0.66; Size 4: 0.59; Size 5: 0.85; Size 6: 1.00,<=30min: 33.3%; <=60min: 52.4%; <=90min: 81.0%; <=120min: 100.0%; <=150min: 100.0%; <=156min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Large Table Heavy Layout,Mixed VIP Flow,20,20,63,63,100.0000,83.8596,56.2865,34.3500,85.0000,4.8772,12,0.1307,0.6019,100.0000,100.0000,153,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 37.50min; Size 2: 24.71min; Size 3: 37.33min; Size 4: 27.00min; Size 5: 58.00min; Size 6: 51.50min,Size 1: 68.00min; Size 2: 69.00min; Size 3: 66.00min; Size 4: 70.00min; Size 5: 85.00min; Size 6: 63.00min,Size 1: 0.60; Size 2: 0.47; Size 3: 0.77; Size 4: 0.46; Size 5: 0.82; Size 6: 0.95,<=30min: 45.0%; <=60min: 70.0%; <=90min: 100.0%; <=120min: 100.0%; <=150min: 100.0%; <=153min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Large Table Heavy Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,21,58,51,87.5000,85.5738,41.8716,50.9048,114.0000,8.3770,16,0.1373,0.6474,83.3333,88.8889,153,Size 1: 88.89%; Size 2: 80.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 36.25min; Size 2: 57.75min; Size 3: 69.67min; Size 4: 47.60min; Size 6: 101.00min,Size 1: 80.00min; Size 2: 101.00min; Size 3: 114.00min; Size 4: 98.00min; Size 6: 101.00min,Size 1: 0.56; Size 2: 0.71; Size 3: 0.76; Size 4: 0.67; Size 6: 1.00,<=30min: 28.6%; <=60min: 52.4%; <=90min: 81.0%; <=120min: 100.0%; <=150min: 100.0%; <=153min: 100.0%
Single Queue (Staff-Guided),Small Bistro - Large Table Heavy Layout,Many 1 Person Groups Preferring 4-Person Tables,24,21,55,48,87.5000,85.5738,33.1284,50.9048,114.0000,8.3770,16,0.1373,0.6474,83.3333,88.8889,153,Size 1: 90.91%; Size 2: 75.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 26.60min; Size 2: 77.00min; Size 3: 95.00min; Size 4: 56.20min; Size 6: 101.00min,Size 1: 80.00min; Size 2: 101.00min; Size 3: 114.00min; Size 4: 98.00min; Size 6: 101.00min,Size 1: 0.50; Size 2: 0.94; Size 3: 0.96; Size 4: 0.72; Size 6: 1.00,<=30min: 28.6%; <=60min: 52.4%; <=90min: 81.0%; <=120min: 100.0%; <=150min: 100.0%; <=153min: 100.0%
Single Queue (Staff-Guided),Medium Diner - Standard Layout,Light Traffic,16,16,45,45,100.0000,40.2083,33.3882,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Single Queue (Staff-Guided),Medium Diner - Standard Layout,Peak Hours,24,24,72,72,100.0000,75.4167,65.1681,15.1250,50.0000,3.7917,11,0.1600,0.5169,100.0000,100.0000,150,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 17.25min; Size 2: 10.71min; Size 3: 14.00min; Size 4: 15.60min; Size 5: 17.50min; Size 6: 25.00min,Size 1: 27.00min; Size 2: 24.00min; Size 3: 32.00min; Size 4: 35.00min; Size 5: 35.00min; Size 6: 50.00min,Size 1: 0.74; Size 2: 0.53; Size 3: 0.49; Size 4: 0.56; Size 5: 0.50; Size 6: 0.50,<=30min: 83.3%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=150min: 100.0%
Single Queue (Staff-Guided),Medium Diner - Standard Layout,Mixed VIP Flow,20,20,63,63,100.0000,67.5000,58.2456,5.1500,32.0000,1.7000,5,0.1587,0.2522,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.43min; Size 3: 9.00min; Size 4: 5.25min; Size 5: 10.00min; Size 6: 16.00min,Size 1: 0.00min; Size 2: 3.00min; Size 3: 17.00min; Size 4: 16.00min; Size 5: 20.00min; Size 6: 32.00min,Size 1: 0.00; Size 2: 0.14; Size 3: 0.62; Size 4: 0.39; Size 5: 0.50; Size 6: 0.50,<=30min: 95.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Single Queue (Staff-Guided),Medium Diner - Standard Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,75.5556,47.2222,14.7500,46.0000,3.7639,10,0.1644,0.5164,100.0000,100.0000,146,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 10.00min; Size 2: 15.80min; Size 3: 17.00min; Size 4: 14.67min; Size 6: 46.00min,Size 1: 25.00min; Size 2: 28.00min; Size 3: 26.00min; Size 4: 42.00min; Size 6: 46.00min,Size 1: 0.44; Size 2: 0.69; Size 3: 0.67; Size 4: 0.45; Size 6: 1.00,<=30min: 91.7%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=146min: 100.0%
Single Queue (Staff-Guided),Medium Diner - Standard Layout,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,74.4444,37.4269,15.0417,50.0000,3.8194,10,0.1600,0.4974,100.0000,100.0000,150,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 5.73min; Size 2: 17.25min; Size 3: 27.00min; Size 4: 20.83min; Size 6: 50.00min,Size 1: 25.00min; Size 2: 28.00min; Size 3: 29.00min; Size 4: 45.00min; Size 6: 50.00min,Size 1: 0.27; Size 2: 0.86; Size 3: 0.99; Size 4: 0.62; Size 6: 1.00,<=30min: 91.7%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=150min: 100.0%
Single Queue (Staff-Guided),Family Restaurant,Light Traffic,16,16,45,45,100.0000,44.6759,28.8352,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Single Queue (Staff-Guided),Family Restaurant,Peak Hours,24,24,72,72,100.0000,77.0062,53.5038,20.0000,45.0000,4.3889,12,0.1739,0.5735,100.0000,100.0000,138,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 24.00min; Size 2: 18.71min; Size 3: 20.25min; Size 4: 20.20min; Size 5: 17.50min; Size 6: 18.00min,Size 1: 42.00min; Size 2: 44.00min; Size 3: 42.00min; Size 4: 45.00min; Size 5: 35.00min; Size 6: 36.00min,Size 1: 0.70; Size 2: 0.53; Size 3: 0.63; Size 4: 0.55; Size 5: 0.50; Size 6: 0.50,<=30min: 62.5%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=138min: 100.0%
Single Queue (Staff-Guided),Family Restaurant,Mixed VIP Flow,20,20,63,63,100.0000,72.0370,50.0758,6.7500,22.0000,2.0333,7,0.1709,0.4201,100.0000,100.0000,117,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 7.00min; Size 2: 5.57min; Size 3: 4.33min; Size 4: 9.25min; Size 5: 10.00min; Size 6: 6.00min,Size 1: 9.00min; Size 2: 22.00min; Size 3: 10.00min; Size 4: 21.00min; Size 5: 20.00min; Size 6: 12.00min,Size 1: 0.92; Size 2: 0.30; Size 3: 0.52; Size 4: 0.49; Size 5: 0.50; Size 6: 0.50,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=117min: 100.0%
Single Queue (Staff-Guided),Family Restaurant,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,77.1605,38.6679,19.5417,45.0000,4.3611,11,0.1739,0.5681,100.0000,100.0000,138,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 15.56min; Size 2: 25.40min; Size 3: 22.67min; Size 4: 16.67min; Size 6: 34.00min,Size 1: 43.00min; Size 2: 44.00min; Size 3: 42.00min; Size 4: 45.00min; Size 6: 34.00min,Size 1: 0.48; Size 2: 0.74; Size 3: 0.63; Size 4: 0.46; Size 6: 1.00,<=30min: 62.5%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=138min: 100.0%
Single Queue (Staff-Guided),Family Restaurant,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,77.1605,31.9444,19.4167,45.0000,4.3611,11,0.1739,0.5692,100.0000,100.0000,138,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 9.27min; Size 2: 31.75min; Size 3: 34.00min; Size 4: 22.50min; Size 6: 34.00min,Size 1: 40.00min; Size 2: 44.00min; Size 3: 42.00min; Size 4: 45.00min; Size 6: 34.00min,Size 1: 0.31; Size 2: 0.92; Size 3: 0.95; Size 4: 0.62; Size 6: 1.00,<=30min: 66.7%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=138min: 100.0%
Single Queue (Staff-Guided),Dim Sum Hall,Light Traffic,16,16,45,45,100.0000,33.5069,18.1250,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Single Queue (Staff-Guided),Dim Sum Hall,Peak Hours,24,24,72,72,100.0000,71.8750,40.9127,7.9583,21.0000,2.6250,9,0.2017,0.4624,100.0000,100.0000,119,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 7.50min; Size 2: 5.43min; Size 3: 8.25min; Size 4: 11.40min; Size 5: 7.00min; Size 6: 9.50min,Size 1: 20.00min; Size 2: 18.00min; Size 3: 17.00min; Size 4: 21.00min; Size 5: 14.00min; Size 6: 19.00min,Size 1: 0.45; Size 2: 0.35; Size 3: 0.50; Size 4: 0.60; Size 5: 0.50; Size 6: 0.50,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=119min: 100.0%
Single Queue (Staff-Guided),Dim Sum Hall,Mixed VIP Flow,20,20,63,63,100.0000,64.8611,37.8333,1.5500,13.0000,0.7333,3,0.1835,0.1855,100.0000,100.0000,109,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 3.00min; Size 2: 0.29min; Size 3: 1.67min; Size 4: 1.25min; Size 5: 6.50min; Size 6: 0.00min,Size 1: 6.00min; Size 2: 2.00min; Size 3: 5.00min; Size 4: 5.00min; Size 5: 13.00min; Size 6: 0.00min,Size 1: 0.50; Size 2: 0.14; Size 3: 0.33; Size 4: 0.25; Size 5: 0.50; Size 6: 0.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=109min: 100.0%
Single Queue (Staff-Guided),Dim Sum Hall,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,71.7593,29.7619,7.7917,22.0000,2.6111,8,0.2017,0.4563,100.0000,100.0000,119,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 5.11min; Size 2: 7.20min; Size 3: 10.33min; Size 4: 9.17min; Size 6: 19.00min,Size 1: 22.00min; Size 2: 17.00min; Size 3: 17.00min; Size 4: 21.00min; Size 6: 19.00min,Size 1: 0.30; Size 2: 0.47; Size 3: 0.66; Size 4: 0.49; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=119min: 100.0%
Single Queue (Staff-Guided),Dim Sum Hall,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,71.5278,24.9603,8.1667,26.0000,2.6250,8,0.2017,0.4511,100.0000,100.0000,119,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 2.73min; Size 2: 13.25min; Size 3: 15.50min; Size 4: 10.50min; Size 6: 19.00min,Size 1: 20.00min; Size 2: 23.00min; Size 3: 17.00min; Size 4: 26.00min; Size 6: 19.00min,Size 1: 0.16; Size 2: 0.72; Size 3: 0.99; Size 4: 0.54; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=119min: 100.0%
Single Queue (Staff-Guided),Large Banquet Hall,Light Traffic,16,16,45,45,100.0000,30.9295,12.9464,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
