Algorithm,Restaurant,Scenario,TotalGroups,SeatedGroups,TotalCustomers,SeatedCustomers,PctSeated,TableUtil%,SeatUtil%,AvgWait,MaxWait,AvgQueueLen,MaxQueueLen,Throughput,FairnessIndex,VIPSeated%,NonVIPSeated%,SimEndTime,BySize_Seated,BySize_AvgWait,BySize_MaxWait,BySize_Fairness,ServiceLevel
Priority Queue (VIP First),Small Bistro - Balanced Layout,Mixed VIP Flow,20,18,63,53,90.0000,77.7778,63.0781,18.2222,93.0000,75.7895,513,0.1216,0.3618,100.0000,85.7143,148,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 0.00%; Size 6: 100.00%,Size 1: 18.00min; Size 2: 6.86min; Size 3: 23.00min; Size 4: 18.00min; Size 5: N/A; Size 6: 51.50min,Size 1: 29.00min; Size 2: 30.00min; Size 3: 46.00min; Size 4: 52.00min; Size 5: N/A; Size 6: 93.00min,Size 1: 0.73; Size 2: 0.29; Size 3: 0.60; Size 4: 0.42; Size 5: N/A; Size 6: 0.61,<=30min: 83.3%; <=60min: 94.4%; <=90min: 94.4%; <=120min: 100.0%; <=148min: 100.0%
Priority Queue (VIP First),Small Bistro - Balanced Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,18,58,38,75.0000,85.4762,58.1818,42.8333,144.0000,890.9286,14441,0.1176,0.4722,100.0000,66.6667,153,Size 1: 88.89%; Size 2: 100.00%; Size 3: 66.67%; Size 4: 33.33%; Size 6: 100.00%,Size 1: 33.88min; Size 2: 38.80min; Size 3: 34.00min; Size 4: 72.00min; Size 6: 94.00min,Size 1: 95.00min; Size 2: 114.00min; Size 3: 44.00min; Size 4: 144.00min; Size 6: 94.00min,Size 1: 0.47; Size 2: 0.42; Size 3: 0.92; Size 4: 0.50; Size 6: 1.00,<=30min: 50.0%; <=60min: 66.7%; <=90min: 77.8%; <=120min: 94.4%; <=150min: 100.0%; <=153min: 100.0%
Priority Queue (VIP First),Small Bistro - Balanced Layout,Many 1 Person Groups Preferring 4-Person Tables,24,22,55,48,91.6667,84.2995,48.2872,49.9091,125.0000,539.1594,7159,0.1392,0.5861,100.0000,88.8889,158,Size 1: 100.00%; Size 2: 100.00%; Size 3: 50.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 40.73min; Size 2: 47.75min; Size 3: 24.00min; Size 4: 68.20min; Size 6: 94.00min,Size 1: 102.00min; Size 2: 99.00min; Size 3: 24.00min; Size 4: 125.00min; Size 6: 94.00min,Size 1: 0.51; Size 2: 0.54; Size 3: 1.00; Size 4: 0.73; Size 6: 1.00,<=30min: 40.9%; <=60min: 50.0%; <=90min: 77.3%; <=120min: 95.5%; <=150min: 100.0%; <=158min: 100.0%
Priority Queue (VIP First),Small Bistro - Large Table Heavy Layout,Light Traffic,16,16,45,45,100.0000,71.6000,52.1667,10.6250,35.0000,1.4000,5,0.0994,0.3803,100.0000,100.0000,161,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 11.67min; Size 2: 8.00min; Size 3: 1.67min; Size 4: 10.00min; Size 5: 35.00min; Size 6: 25.00min,Size 1: 35.00min; Size 2: 30.00min; Size 3: 5.00min; Size 4: 25.00min; Size 5: 35.00min; Size 6: 25.00min,Size 1: 0.33; Size 2: 0.32; Size 3: 0.33; Size 4: 0.46; Size 5: 1.00; Size 6: 1.00,<=30min: 87.5%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=150min: 100.0%; <=161min: 100.0%
Priority Queue (VIP First),Small Bistro - Large Table Heavy Layout,Peak Hours,24,20,72,56,83.3333,85.7143,56.3492,51.2000,139.0000,37.3651,353,0.1307,0.5510,100.0000,77.7778,153,Size 1: 75.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 80.00%; Size 5: 50.00%; Size 6: 50.00%,Size 1: 55.00min; Size 2: 42.14min; Size 3: 50.50min; Size 4: 51.75min; Size 5: 139.00min; Size 6: 16.00min,Size 1: 97.00min; Size 2: 114.00min; Size 3: 114.00min; Size 4: 106.00min; Size 5: 139.00min; Size 6: 16.00min,Size 1: 0.65; Size 2: 0.50; Size 3: 0.55; Size 4: 0.58; Size 5: 1.00; Size 6: 1.00,<=30min: 50.0%; <=60min: 50.0%; <=90min: 75.0%; <=120min: 95.0%; <=150min: 100.0%; <=153min: 100.0%
Priority Queue (VIP First),Small Bistro - Large Table Heavy Layout,Mixed VIP Flow,20,18,63,53,90.0000,82.4561,55.7749,31.9444,136.0000,32.0000,241,0.1224,0.4387,100.0000,85.7143,147,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 0.00%; Size 6: 100.00%,Size 1: 56.50min; Size 2: 9.86min; Size 3: 44.33min; Size 4: 28.00min; Size 5: N/A; Size 6: 74.00min,Size 1: 73.00min; Size 2: 50.00min; Size 3: 66.00min; Size 4: 72.00min; Size 5: N/A; Size 6: 136.00min,Size 1: 0.92; Size 2: 0.25; Size 3: 0.87; Size 4: 0.46; Size 5: N/A; Size 6: 0.59,<=30min: 55.6%; <=60min: 77.8%; <=90min: 94.4%; <=120min: 94.4%; <=147min: 100.0%
Priority Queue (VIP First),Small Bistro - Large Table Heavy Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,22,58,53,91.6667,84.4444,41.5344,55.5455,119.0000,8.2222,16,0.1410,0.6002,100.0000,88.8889,156,Size 1: 88.89%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 49.63min; Size 2: 50.80min; Size 3: 70.67min; Size 4: 68.60min; Size 6: 16.00min,Size 1: 112.00min; Size 2: 119.00min; Size 3: 117.00min; Size 4: 115.00min; Size 6: 16.00min,Size 1: 0.53; Size 2: 0.52; Size 3: 0.74; Size 4: 0.76; Size 6: 1.00,<=30min: 45.5%; <=60min: 45.5%; <=90min: 72.7%; <=120min: 100.0%; <=150min: 100.0%; <=156min: 100.0%
Priority Queue (VIP First),Small Bistro - Large Table Heavy Layout,Many 1 Person Groups Preferring 4-Person Tables,24,22,55,50,91.6667,84.4444,34.1270,55.5455,119.0000,8.2222,16,0.1410,0.6002,100.0000,88.8889,156,Size 1: 90.91%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 44.50min; Size 2: 63.50min; Size 3: 66.50min; Size 4: 74.80min; Size 6: 16.00min,Size 1: 112.00min; Size 2: 119.00min; Size 3: 117.00min; Size 4: 115.00min; Size 6: 16.00min,Size 1: 0.53; Size 2: 0.65; Size 3: 0.63; Size 4: 0.77; Size 6: 1.00,<=30min: 45.5%; <=60min: 45.5%; <=90min: 72.7%; <=120min: 100.0%; <=150min: 100.0%; <=156min: 100.0%
Priority Queue (VIP First),Medium Diner - Standard Layout,Light Traffic,16,16,45,45,100.0000,40.2083,33.3882,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Priority Queue (VIP First),Medium Diner - Standard Layout,Peak Hours,24,23,72,67,95.8333,76.3415,68.4211,22.5652,115.0000,648.7439,4064,0.1503,0.3857,100.0000,94.4444,153,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 50.00%; Size 6: 100.00%,Size 1: 24.50min; Size 2: 12.43min; Size 3: 22.00min; Size 4: 26.20min; Size 5: 0.00min; Size 6: 57.50min,Size 1: 43.00min; Size 2: 39.00min; Size 3: 62.00min; Size 4: 60.00min; Size 5: 0.00min; Size 6: 115.00min,Size 1: 0.70; Size 2: 0.35; Size 3: 0.43; Size 4: 0.56; Size 5: 1.00; Size 6: 0.50,<=30min: 60.9%; <=60min: 91.3%; <=90min: 95.7%; <=120min: 100.0%; <=150min: 100.0%; <=153min: 100.0%
Priority Queue (VIP First),Medium Diner - Standard Layout,Mixed VIP Flow,20,19,63,58,95.0000,68.6486,61.8065,17.3158,87.0000,649.9189,7929,0.1450,0.2307,100.0000,92.8571,131,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 50.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 36.00min; Size 4: 33.50min; Size 5: 0.00min; Size 6: 43.50min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 85.00min; Size 4: 81.00min; Size 5: 0.00min; Size 6: 87.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.50; Size 4: 0.48; Size 5: 1.00; Size 6: 0.50,<=30min: 78.9%; <=60min: 84.2%; <=90min: 100.0%; <=120min: 100.0%; <=131min: 100.0%
Priority Queue (VIP First),Medium Diner - Standard Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,76.7073,55.0064,21.5000,115.0000,2448.1585,15344,0.1519,0.3796,100.0000,100.0000,158,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 13.78min; Size 2: 14.80min; Size 3: 20.67min; Size 4: 23.50min; Size 6: 115.00min,Size 1: 35.00min; Size 2: 39.00min; Size 3: 50.00min; Size 4: 65.00min; Size 6: 115.00min,Size 1: 0.43; Size 2: 0.48; Size 3: 0.48; Size 4: 0.47; Size 6: 1.00,<=30min: 62.5%; <=60min: 91.7%; <=90min: 95.8%; <=120min: 100.0%; <=150min: 100.0%; <=158min: 100.0%
Priority Queue (VIP First),Medium Diner - Standard Layout,Many 1 Person Groups Preferring 4-Person Tables,24,21,55,44,87.5000,77.1605,48.5380,21.0952,120.0000,3855.4815,61384,0.1400,0.2736,100.0000,83.3333,150,Size 1: 100.00%; Size 2: 100.00%; Size 3: 50.00%; Size 4: 66.67%; Size 6: 100.00%,Size 1: 6.91min; Size 2: 18.50min; Size 3: 12.00min; Size 4: 41.50min; Size 6: 115.00min,Size 1: 32.00min; Size 2: 39.00min; Size 3: 12.00min; Size 4: 120.00min; Size 6: 115.00min,Size 1: 0.26; Size 2: 0.60; Size 3: 1.00; Size 4: 0.42; Size 6: 1.00,<=30min: 76.2%; <=60min: 90.5%; <=90min: 90.5%; <=120min: 100.0%; <=150min: 100.0%
Priority Queue (VIP First),Family Restaurant,Light Traffic,16,16,45,45,100.0000,44.6759,28.8352,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Priority Queue (VIP First),Family Restaurant,Peak Hours,24,23,72,67,95.8333,81.6138,62.3647,29.4348,123.0000,908.5119,6718,0.1456,0.4340,100.0000,94.4444,158,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 50.00%; Size 6: 100.00%,Size 1: 33.00min; Size 2: 16.29min; Size 3: 30.25min; Size 4: 37.40min; Size 5: 0.00min; Size 6: 61.50min,Size 1: 55.00min; Size 2: 56.00min; Size 3: 70.00min; Size 4: 88.00min; Size 5: 0.00min; Size 6: 123.00min,Size 1: 0.72; Size 2: 0.34; Size 3: 0.57; Size 4: 0.55; Size 5: 1.00; Size 6: 0.50,<=30min: 52.2%; <=60min: 87.0%; <=90min: 95.7%; <=120min: 95.7%; <=150min: 100.0%; <=158min: 100.0%
Priority Queue (VIP First),Family Restaurant,Mixed VIP Flow,20,20,63,63,100.0000,71.8519,49.9621,6.8500,25.0000,2.0667,7,0.1653,0.3743,100.0000,100.0000,121,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 15.50min; Size 2: 2.57min; Size 3: 5.00min; Size 4: 10.75min; Size 5: 10.00min; Size 6: 5.00min,Size 1: 25.00min; Size 2: 16.00min; Size 3: 11.00min; Size 4: 25.00min; Size 5: 20.00min; Size 6: 10.00min,Size 1: 0.73; Size 2: 0.18; Size 3: 0.55; Size 4: 0.49; Size 5: 0.50; Size 6: 0.50,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=121min: 100.0%
Priority Queue (VIP First),Family Restaurant,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,80.8943,50.3880,27.1667,119.0000,1131.7317,7616,0.1558,0.4353,100.0000,100.0000,154,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 22.11min; Size 2: 20.60min; Size 3: 23.67min; Size 4: 26.67min; Size 6: 119.00min,Size 1: 55.00min; Size 2: 56.00min; Size 3: 59.00min; Size 4: 80.00min; Size 6: 119.00min,Size 1: 0.52; Size 2: 0.46; Size 3: 0.46; Size 4: 0.44; Size 6: 1.00,<=30min: 62.5%; <=60min: 91.7%; <=90min: 95.8%; <=120min: 100.0%; <=150min: 100.0%; <=154min: 100.0%
Priority Queue (VIP First),Family Restaurant,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,80.8943,44.6785,27.1667,119.0000,1131.7317,7616,0.1558,0.4353,100.0000,100.0000,154,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 14.27min; Size 2: 25.75min; Size 3: 35.50min; Size 4: 33.67min; Size 6: 119.00min,Size 1: 55.00min; Size 2: 56.00min; Size 3: 59.00min; Size 4: 80.00min; Size 6: 119.00min,Size 1: 0.34; Size 2: 0.57; Size 3: 0.70; Size 4: 0.59; Size 6: 1.00,<=30min: 62.5%; <=60min: 91.7%; <=90min: 95.8%; <=120min: 100.0%; <=150min: 100.0%; <=154min: 100.0%
Priority Queue (VIP First),Dim Sum Hall,Light Traffic,16,16,45,45,100.0000,33.5069,18.1250,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Priority Queue (VIP First),Dim Sum Hall,Peak Hours,24,22,72,63,91.6667,80.4422,54.5481,21.6818,123.0000,285.1327,2854,0.1392,0.2595,100.0000,88.8889,158,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 80.00%; Size 5: 50.00%; Size 6: 100.00%,Size 1: 16.50min; Size 2: 6.14min; Size 3: 28.75min; Size 4: 32.50min; Size 5: 0.00min; Size 6: 61.50min,Size 1: 38.00min; Size 2: 39.00min; Size 3: 99.00min; Size 4: 100.00min; Size 5: 0.00min; Size 6: 123.00min,Size 1: 0.49; Size 2: 0.17; Size 3: 0.33; Size 4: 0.39; Size 5: 1.00; Size 6: 0.50,<=30min: 77.3%; <=60min: 86.4%; <=90min: 86.4%; <=120min: 95.5%; <=150min: 100.0%; <=158min: 100.0%
Priority Queue (VIP First),Dim Sum Hall,Mixed VIP Flow,20,20,63,63,100.0000,64.8611,37.8810,1.5500,13.0000,0.7333,3,0.1835,0.1698,100.0000,100.0000,109,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 4.00min; Size 2: 0.00min; Size 3: 1.67min; Size 4: 1.25min; Size 5: 6.50min; Size 6: 0.00min,Size 1: 8.00min; Size 2: 0.00min; Size 3: 5.00min; Size 4: 5.00min; Size 5: 13.00min; Size 6: 0.00min,Size 1: 0.50; Size 2: 0.00; Size 3: 0.33; Size 4: 0.25; Size 5: 0.50; Size 6: 0.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=109min: 100.0%
Priority Queue (VIP First),Dim Sum Hall,Distributed Arrivals with Mixed Sizes and VIPs,24,23,58,54,95.8333,80.3571,46.9971,21.8261,121.0000,589.3061,6504,0.1474,0.2618,100.0000,94.4444,156,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 83.33%; Size 6: 100.00%,Size 1: 9.78min; Size 2: 8.40min; Size 3: 42.67min; Size 4: 24.60min; Size 6: 121.00min,Size 1: 37.00min; Size 2: 39.00min; Size 3: 114.00min; Size 4: 95.00min; Size 6: 121.00min,Size 1: 0.32; Size 2: 0.23; Size 3: 0.41; Size 4: 0.31; Size 6: 1.00,<=30min: 78.3%; <=60min: 87.0%; <=90min: 87.0%; <=120min: 95.7%; <=150min: 100.0%; <=156min: 100.0%
Priority Queue (VIP First),Dim Sum Hall,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,71.7593,25.9325,8.4583,27.0000,2.6111,8,0.2017,0.3846,100.0000,100.0000,119,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 4.45min; Size 2: 9.25min; Size 3: 13.00min; Size 4: 14.50min; Size 6: 4.00min,Size 1: 27.00min; Size 2: 19.00min; Size 3: 25.00min; Size 4: 26.00min; Size 6: 4.00min,Size 1: 0.18; Size 2: 0.50; Size 3: 0.54; Size 4: 0.66; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=119min: 100.0%
Priority Queue (VIP First),Large Banquet Hall,Light Traffic,16,16,45,45,100.0000,30.9295,12.9464,0.0000,0.0000,0.3333,1,0.1270,0.0000,100.0000,100.0000,126,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 0.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.00; Size 2: 0.00; Size 3: 0.00; Size 4: 0.00; Size 5: 1.00; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=126min: 100.0%
Priority Queue (VIP First),Large Banquet Hall,Peak Hours,24,24,72,72,100.0000,70.0855,31.2642,6.5417,22.0000,2.1528,8,0.2105,0.3587,100.0000,100.0000,114,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 10.50min; Size 2: 5.00min; Size 3: 4.75min; Size 4: 8.20min; Size 5: 7.00min; Size 6: 3.00min,Size 1: 22.00min; Size 2: 18.00min; Size 3: 17.00min; Size 4: 21.00min; Size 5: 14.00min; Size 6: 6.00min,Size 1: 0.50; Size 2: 0.29; Size 3: 0.31; Size 4: 0.40; Size 5: 0.50; Size 6: 0.50,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=114min: 100.0%
Priority Queue (VIP First),Large Banquet Hall,Mixed VIP Flow,20,20,63,63,100.0000,61.9231,27.7041,0.4000,5.0000,0.5000,2,0.1980,0.0941,100.0000,100.0000,101,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 100.00%; Size 6: 100.00%,Size 1: 1.50min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 1.25min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 3.00min; Size 2: 0.00min; Size 3: 0.00min; Size 4: 5.00min; Size 5: 0.00min; Size 6: 0.00min,Size 1: 0.50; Size 2: 0.00; Size 3: 0.00; Size 4: 0.25; Size 5: 0.00; Size 6: 0.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=101min: 100.0%
Priority Queue (VIP First),Large Banquet Hall,Distributed Arrivals with Mixed Sizes and VIPs,24,24,58,58,100.0000,69.9786,23.2993,6.3333,22.0000,2.1389,7,0.2105,0.3473,100.0000,100.0000,114,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 6.22min; Size 2: 6.60min; Size 3: 6.00min; Size 4: 6.83min; Size 6: 4.00min,Size 1: 22.00min; Size 2: 17.00min; Size 3: 17.00min; Size 4: 21.00min; Size 6: 4.00min,Size 1: 0.32; Size 2: 0.40; Size 3: 0.37; Size 4: 0.33; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=114min: 100.0%
Priority Queue (VIP First),Large Banquet Hall,Many 1 Person Groups Preferring 4-Person Tables,24,24,55,55,100.0000,69.9786,19.7279,6.3333,22.0000,2.1389,7,0.2105,0.3473,100.0000,100.0000,114,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 6: 100.00%,Size 1: 3.82min; Size 2: 8.25min; Size 3: 9.00min; Size 4: 9.17min; Size 6: 4.00min,Size 1: 22.00min; Size 2: 17.00min; Size 3: 17.00min; Size 4: 21.00min; Size 6: 4.00min,Size 1: 0.18; Size 2: 0.50; Size 3: 0.56; Size 4: 0.49; Size 6: 1.00,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=114min: 100.0%
Priority Queue (VIP First),Small-Table Heavy Layout,Light Traffic,16,14,45,34,87.5000,37.2159,37.6136,1.7857,20.0000,71.1364,516,0.0959,0.1050,75.0000,91.6667,146,Size 1: 100.00%; Size 2: 100.00%; Size 3: 100.00%; Size 4: 100.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 1.67min; Size 4: 6.67min; Size 5: N/A; Size 6: N/A,Size 1: 0.00min; Size 2: 0.00min; Size 3: 5.00min; Size 4: 20.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.00; Size 2: 0.00; Size 3: 0.33; Size 4: 0.33; Size 5: N/A; Size 6: N/A,<=30min: 100.0%; <=60min: 100.0%; <=90min: 100.0%; <=120min: 100.0%; <=146min: 100.0%
Priority Queue (VIP First),Small-Table Heavy Layout,Peak Hours,24,14,72,29,58.3333,69.1964,65.0893,8.7143,102.0000,142.8036,464,0.1239,0.1007,66.6667,55.5556,113,Size 1: 100.00%; Size 2: 100.00%; Size 3: 25.00%; Size 4: 40.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 2.50min; Size 2: 1.43min; Size 3: 0.00min; Size 4: 51.00min; Size 5: N/A; Size 6: N/A,Size 1: 10.00min; Size 2: 6.00min; Size 3: 0.00min; Size 4: 102.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.25; Size 2: 0.27; Size 3: 1.00; Size 4: 0.50; Size 5: N/A; Size 6: N/A,<=30min: 92.9%; <=60min: 92.9%; <=90min: 92.9%; <=113min: 100.0%
Priority Queue (VIP First),Small-Table Heavy Layout,Mixed VIP Flow,20,12,63,27,60.0000,54.5673,54.4231,10.2500,123.0000,28.6346,159,0.0909,0.0833,83.3333,50.0000,132,Size 1: 100.00%; Size 2: 100.00%; Size 3: 33.33%; Size 4: 50.00%; Size 5: 0.00%; Size 6: 0.00%,Size 1: 0.00min; Size 2: 0.00min; Size 3: 123.00min; Size 4: 0.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.00min; Size 2: 0.00min; Size 3: 123.00min; Size 4: 0.00min; Size 5: N/A; Size 6: N/A,Size 1: 0.00; Size 2: 0.00; Size 3: 1.00; Size 4: 0.00; Size 5: N/A; Size 6: N/A,<=30min: 91.7%; <=60min: 91.7%; <=90min: 91.7%; <=120min: 91.7%; <=132min: 100.0%
Priority Queue (VIP First),Small-Table Heavy Layout,Distributed Arrivals with Mixed Sizes and VIPs,24,18,58,33,75.0000,72.8516,56.4063,17.3333,135.0000,169.3594,1302,0.1250,0.2396,83.3333,72.2222,144,Size 1: 100.00%; Size 2: 100.00%; Size 3: 66.67%; Size 4: 33.33%; Size 6: 0.00%,Size 1: 11.56min; Size 2: 12.20min; Size 3: 73.50min; Size 4: 0.00min; Size 6: N/A,Size 1: 32.00min; Size 2: 26.00min; Size 3: 135.00min; Size 4: 0.00min; Size 6: N/A,Size 1: 0.43; Size 2: 0.52; Size 3: 0.59; Size 4: 0.00; Size 6: N/A,<=30min: 88.9%; <=60min: 94.4%; <=90min: 94.4%; <=120min: 94.4%; <=144min: 100.0%
Priority Queue (VIP First),Small-Table Heavy Layout,Many 1 Person Groups Preferring 4-Person Tables,24,20,55,38,83.3333,75.3788,52.3485,20.9500,120.0000,224.8788,2062,0.1342,0.3595,83.3333,83.3333,149,Size 1: 100.00%; Size 2: 100.00%; Size 3: 50.00%; Size 4: 66.67%; Size 6: 0.00%,Size 1: 14.82min; Size 2: 21.00min; Size 3: 12.00min; Size 4: 40.00min; Size 6: N/A,Size 1: 38.00min; Size 2: 39.00min; Size 3: 12.00min; Size 4: 120.00min; Size 6: N/A,Size 1: 0.45; Size 2: 0.61; Size 3: 1.00; Size 4: 0.40; Size 6: N/A,<=30min: 65.0%; <=60min: 95.0%; <=90min: 95.0%; <=120min: 100.0%; <=149min: 100.0%
